设备ID,设备类型,时间戳,温度(℃),压力(MPa),振动(m/s²),流量(m³/h),产量(件),合格率(%),故障标记,故障类型
EQ036,空压机,2026-03-19 18:26:42,79.16,9.1,1.946,83.39,741.46,99.09,0,无
EQ036,空压机,2026-03-19 19:26:42,83.02,10.21,2.13,81.64,905.02,98.5,0,无
EQ036,空压机,2026-03-19 20:26:42,66.85,10.19,1.325,87.77,781.43,97.45,0,无
EQ036,空压机,2026-03-19 21:26:42,63.91,8.26,1.791,71.35,819.51,97.4,0,无
EQ036,空压机,2026-03-19 22:26:42,77.35,11.78,2.416,78.95,773.1,98.03,0,无
EQ036,空压机,2026-03-19 23:26:42,66.05,10.27,1.586,76.29,865.57,98.41,0,无
EQ036,空压机,2026-03-20 00:26:42,86.35,8.16,1.524,87.54,789.82,99.6,0,无
EQ036,空压机,2026-03-20 01:26:42,60.39,9.61,1.863,82.48,753.63,96.96,0,无
EQ036,空压机,2026-03-20 02:26:42,78.61,10.3,1.399,83.97,708.16,98.26,0,无
EQ036,空压机,2026-03-20 03:26:42,58.3,11.0,1.604,82.42,804.02,97.1,0,无
EQ036,空压机,2026-03-20 04:26:42,66.99,11.01,1.244,77.12,774.61,98.08,0,无
EQ036,空压机,2026-03-20 05:26:42,71.68,9.85,1.768,72.36,806.47,99.4,0,无
EQ036,空压机,2026-03-20 06:26:42,80.71,8.98,1.399,83.15,752.91,99.15,0,无
EQ036,空压机,2026-03-20 07:26:42,74.0,11.2,1.668,74.73,786.34,98.08,0,无
EQ036,空压机,2026-03-20 08:26:42,68.7,10.81,1.024,72.98,777.77,98.76,0,无
EQ036,空压机,2026-03-20 09:26:42,85.84,11.19,1.814,75.75,714.25,98.85,0,无
EQ036,空压机,2026-03-20 10:26:42,84.91,9.56,2.121,79.18,777.29,97.98,0,无
EQ036,空压机,2026-03-20 11:26:42,68.72,8.89,1.038,82.05,756.47,99.4,0,无
EQ036,空压机,2026-03-20 12:26:42,76.48,9.67,0.973,72.04,810.05,98.61,0,无
EQ036,空压机,2026-03-20 13:26:42,57.54,8.7,1.561,78.44,825.13,97.61,0,无
EQ036,空压机,2026-03-20 14:26:42,77.74,10.34,1.64,87.15,819.96,96.31,0,无
EQ036,空压机,2026-03-20 15:26:42,82.83,12.47,1.293,73.58,775.08,97.42,0,无
EQ036,空压机,2026-03-20 16:26:42,72.48,10.25,1.956,68.31,795.0,98.07,0,无
EQ036,空压机,2026-03-20 17:26:42,67.84,10.47,1.374,95.57,841.97,96.71,0,无
EQ036,空压机,2026-03-20 18:26:42,62.85,11.5,1.646,87.89,882.39,97.26,0,无
EQ036,空压机,2026-03-20 19:26:42,78.63,10.27,1.193,74.06,827.39,96.69,0,无
EQ036,空压机,2026-03-20 20:26:42,70.72,10.32,1.523,88.0,803.92,98.47,0,无
EQ036,空压机,2026-03-20 21:26:42,69.78,10.04,1.705,78.51,716.06,99.1,0,无
EQ036,空压机,2026-03-20 22:26:42,86.99,8.92,1.986,89.57,808.6,97.14,0,无
EQ036,空压机,2026-03-20 23:26:42,63.39,10.6,1.019,77.1,895.74,97.11,0,无
EQ036,空压机,2026-03-21 00:26:42,76.26,10.5,1.839,80.25,796.49,95.46,0,无
EQ036,空压机,2026-03-21 01:26:42,57.42,9.35,1.853,83.24,804.82,98.73,0,无
EQ036,空压机,2026-03-21 02:26:42,79.3,11.06,1.912,75.72,821.11,99.07,0,无
EQ036,空压机,2026-03-21 03:26:42,77.11,10.51,1.241,69.74,759.04,99.2,0,无
EQ036,空压机,2026-03-21 04:26:42,72.69,9.61,1.503,78.4,709.82,98.63,0,无
EQ036,空压机,2026-03-21 05:26:42,75.64,10.57,1.505,80.53,800.66,99.45,0,无
EQ036,空压机,2026-03-21 06:26:42,73.72,10.04,2.152,77.07,811.67,97.1,0,无
EQ036,空压机,2026-03-21 07:26:42,64.87,9.54,1.13,89.42,828.37,96.64,0,无
EQ036,空压机,2026-03-21 08:26:42,63.59,10.1,1.957,73.4,833.37,100.04,0,无
EQ036,空压机,2026-03-21 09:26:42,84.83,11.4,1.873,70.57,821.89,97.73,0,无
EQ036,空压机,2026-03-21 10:26:42,75.97,9.91,2.25,81.05,780.72,98.74,0,无
EQ036,空压机,2026-03-21 11:26:42,76.87,10.15,1.293,79.54,848.21,96.9,0,无
EQ036,空压机,2026-03-21 12:26:42,83.29,9.5,1.517,82.57,788.44,97.88,0,无
EQ036,空压机,2026-03-21 13:26:42,68.26,10.28,1.957,68.07,836.14,97.66,0,无
EQ036,空压机,2026-03-21 14:26:42,76.58,9.74,1.501,71.05,894.73,96.55,0,无
EQ036,空压机,2026-03-21 15:26:42,75.07,9.05,1.668,66.22,818.01,97.45,0,无
EQ036,空压机,2026-03-21 16:26:42,72.4,10.24,1.736,86.53,747.25,98.8,0,无
EQ036,空压机,2026-03-21 17:26:42,76.7,10.98,1.136,76.44,760.85,98.57,0,无
EQ036,空压机,2026-03-21 18:26:42,81.33,10.65,1.596,79.86,860.22,96.94,0,无
EQ036,空压机,2026-03-21 19:26:42,65.16,10.68,0.842,94.38,804.09,100.09,0,无
EQ036,空压机,2026-03-21 20:26:42,69.03,9.59,1.703,68.26,771.78,97.27,0,无
EQ036,空压机,2026-03-21 21:26:42,68.94,10.5,1.095,83.31,869.98,98.28,0,无
EQ036,空压机,2026-03-21 22:26:42,74.58,9.25,0.828,84.36,822.16,99.18,0,无
EQ036,空压机,2026-03-21 23:26:42,79.56,10.19,1.742,79.09,719.79,97.7,0,无
EQ036,空压机,2026-03-22 00:26:42,75.58,9.14,1.875,79.46,707.55,96.88,0,无
EQ036,空压机,2026-03-22 01:26:42,87.8,10.5,1.172,85.99,813.94,99.47,0,无
EQ036,空压机,2026-03-22 02:26:42,95.17,9.3,1.493,95.13,841.93,97.0,0,无
EQ036,空压机,2026-03-22 03:26:42,88.38,10.63,2.122,70.27,743.47,97.86,0,无
EQ036,空压机,2026-03-22 04:26:42,79.36,9.1,1.91,98.35,769.85,97.35,0,无
EQ036,空压机,2026-03-22 05:26:42,89.31,9.57,0.958,91.88,837.36,99.5,0,无
EQ036,空压机,2026-03-22 06:26:42,75.28,10.09,1.393,77.13,774.43,97.08,0,无
EQ036,空压机,2026-03-22 07:26:42,69.2,9.68,1.605,91.0,717.3,98.37,0,无
EQ036,空压机,2026-03-22 08:26:42,61.25,10.42,0.77,65.84,825.88,98.2,0,无
EQ036,空压机,2026-03-22 09:26:42,63.53,10.88,1.393,84.09,850.41,99.74,0,无
EQ036,空压机,2026-03-22 10:26:42,74.89,9.17,1.95,90.95,842.64,98.39,0,无
EQ036,空压机,2026-03-22 11:26:42,84.32,9.76,1.516,86.78,821.41,99.04,0,无
EQ036,空压机,2026-03-22 12:26:42,62.04,9.85,1.842,79.23,837.42,97.56,0,无
EQ036,空压机,2026-03-22 13:26:42,86.04,9.72,1.186,78.05,843.46,97.76,0,无
EQ036,空压机,2026-03-22 14:26:42,56.96,9.45,1.503,81.06,842.11,97.54,0,无
EQ036,空压机,2026-03-22 15:26:42,69.94,9.97,1.351,77.6,764.12,98.8,0,无
EQ036,空压机,2026-03-22 16:26:42,87.93,8.44,1.346,88.84,810.72,97.76,0,无
EQ036,空压机,2026-03-22 17:26:42,88.81,9.48,1.781,84.44,739.49,97.75,0,无
EQ036,空压机,2026-03-22 18:26:42,75.72,10.99,2.216,77.72,827.64,98.77,0,无
EQ036,空压机,2026-03-22 19:26:42,78.68,9.4,1.522,86.38,768.17,96.88,0,无
EQ036,空压机,2026-03-22 20:26:42,63.83,10.18,0.785,73.63,721.72,96.97,0,无
EQ036,空压机,2026-03-22 21:26:42,71.48,8.84,1.348,71.22,798.03,97.22,0,无
EQ036,空压机,2026-03-22 22:26:42,83.33,5.17,1.076,86.01,734.05,98.71,0,无
EQ036,空压机,2026-03-22 23:26:42,89.89,10.34,1.053,78.41,781.19,97.3,0,无
EQ036,空压机,2026-03-23 00:26:42,73.42,9.91,1.772,84.78,839.79,96.61,0,无
EQ036,空压机,2026-03-23 01:26:42,65.6,10.9,1.402,81.84,810.22,97.41,0,无
EQ036,空压机,2026-03-23 02:26:42,74.36,9.56,0.843,75.8,836.35,97.62,0,无
EQ036,空压机,2026-03-23 03:26:42,79.12,9.99,1.896,89.29,809.2,98.69,0,无
EQ036,空压机,2026-03-23 04:26:42,72.18,8.77,0.749,79.96,734.07,99.59,0,无
EQ036,空压机,2026-03-23 05:26:42,67.92,10.16,1.408,68.43,764.91,98.02,0,无
EQ036,空压机,2026-03-23 06:26:42,75.45,9.7,1.638,70.99,781.71,99.68,0,无
EQ036,空压机,2026-03-23 07:26:42,66.62,10.99,1.167,71.57,805.36,98.81,0,无
EQ036,空压机,2026-03-23 08:26:42,69.06,8.38,2.016,74.02,738.15,98.25,0,无
EQ036,空压机,2026-03-23 09:26:42,70.4,10.18,1.14,74.57,746.73,97.02,0,无
EQ036,空压机,2026-03-23 10:26:42,110.18,11.43,1.564,77.06,792.1,96.48,0,无
EQ036,空压机,2026-03-23 11:26:42,88.12,10.96,1.897,84.21,863.89,98.45,0,无
EQ036,空压机,2026-03-23 12:26:42,78.97,9.59,1.68,93.01,882.51,97.08,0,无
EQ036,空压机,2026-03-23 13:26:42,64.2,10.12,1.283,80.15,784.67,97.44,0,无
EQ036,空压机,2026-03-23 14:26:42,86.8,9.72,1.526,67.79,922.22,96.41,0,无
EQ036,空压机,2026-03-23 15:26:42,73.7,10.72,1.164,79.07,876.51,97.89,0,无
EQ036,空压机,2026-03-23 16:26:42,80.82,8.96,1.702,99.25,867.21,99.34,0,无
EQ036,空压机,2026-03-23 17:26:42,84.1,10.03,0.974,71.47,795.31,98.58,0,无
EQ036,空压机,2026-03-23 18:26:42,70.78,10.83,1.529,81.46,828.15,96.86,0,无
EQ036,空压机,2026-03-23 19:26:42,67.79,9.67,1.46,78.51,805.76,98.36,0,无
EQ036,空压机,2026-03-23 20:26:42,73.54,11.71,1.117,81.18,890.36,97.19,0,无
EQ036,空压机,2026-03-23 21:26:42,65.29,10.9,1.972,71.45,815.56,99.2,0,无
EQ036,空压机,2026-03-23 22:26:42,72.51,10.58,1.923,88.02,798.03,95.75,0,无
EQ036,空压机,2026-03-23 23:26:42,58.78,10.29,1.709,90.96,795.41,97.24,1,温度过高
EQ036,空压机,2026-03-24 00:26:42,127.74,10.6,1.44,66.45,819.55,99.49,0,无
EQ036,空压机,2026-03-24 01:26:42,89.25,9.96,1.864,78.75,844.13,98.83,0,无
EQ036,空压机,2026-03-24 02:26:42,60.78,9.96,0.94,84.49,801.17,98.34,0,无
EQ036,空压机,2026-03-24 03:26:42,80.63,10.35,1.703,90.7,794.7,98.55,0,无
EQ036,空压机,2026-03-24 04:26:42,65.81,9.73,2.178,72.0,839.14,99.24,0,无
EQ036,空压机,2026-03-24 05:26:42,76.61,10.28,0.987,88.09,770.46,98.51,0,无
EQ036,空压机,2026-03-24 06:26:42,78.64,8.74,1.482,73.98,804.35,99.2,0,无
EQ036,空压机,2026-03-24 07:26:42,79.26,10.15,1.753,73.13,839.1,97.9,0,无
EQ036,空压机,2026-03-24 08:26:42,56.08,11.18,1.442,74.76,907.28,98.35,0,无
EQ036,空压机,2026-03-24 09:26:42,65.18,9.39,1.546,91.21,791.26,98.42,0,无
EQ036,空压机,2026-03-24 10:26:42,82.94,9.6,1.473,82.28,766.67,97.3,0,无
EQ036,空压机,2026-03-24 11:26:42,122.6,10.93,1.469,79.12,791.04,97.7,0,无
EQ036,空压机,2026-03-24 12:26:42,69.45,8.36,0.809,87.73,879.09,97.04,0,无
EQ036,空压机,2026-03-24 13:26:42,75.17,10.01,1.39,78.06,829.63,99.6,0,无
EQ036,空压机,2026-03-24 14:26:42,78.23,10.48,1.505,87.59,841.75,97.55,0,无
EQ036,空压机,2026-03-24 15:26:42,79.06,9.54,1.447,70.34,923.59,100.72,0,无
EQ037,冷却塔,2026-02-22 16:26:42,49.38,3.16,0.802,185.36,767.27,98.49,0,无
EQ037,冷却塔,2026-02-22 17:26:42,50.84,2.86,0.987,188.09,813.25,98.71,0,无
EQ037,冷却塔,2026-02-22 18:26:42,57.54,3.25,0.666,199.13,746.22,98.98,0,无
EQ037,冷却塔,2026-02-22 19:26:42,44.58,2.88,0.681,186.92,766.46,99.61,0,无
EQ037,冷却塔,2026-02-22 20:26:42,44.84,3.56,0.691,218.84,757.28,99.29,0,无
EQ037,冷却塔,2026-02-22 21:26:42,51.0,2.99,0.511,210.49,807.91,97.17,0,无
EQ037,冷却塔,2026-02-22 22:26:42,52.45,3.1,0.836,200.16,758.67,98.15,0,无
EQ037,冷却塔,2026-02-22 23:26:42,44.34,3.34,0.637,210.18,755.99,97.89,0,无
EQ037,冷却塔,2026-02-23 00:26:42,46.53,2.98,0.98,196.87,830.41,97.91,0,无
EQ037,冷却塔,2026-02-23 01:26:42,41.0,3.38,1.082,202.93,756.42,97.82,0,无
EQ037,冷却塔,2026-02-23 02:26:42,44.42,3.19,1.114,226.57,780.42,98.6,0,无
EQ037,冷却塔,2026-02-23 03:26:42,50.83,3.06,0.866,219.92,769.66,98.45,0,无
EQ037,冷却塔,2026-02-23 04:26:42,50.2,2.64,0.479,206.14,887.13,98.4,0,无
EQ037,冷却塔,2026-02-23 05:26:42,43.49,2.95,0.789,222.58,822.8,99.54,0,无
EQ037,冷却塔,2026-02-23 06:26:42,53.73,3.32,0.463,212.82,796.24,97.2,0,无
EQ037,冷却塔,2026-02-23 07:26:42,42.79,2.92,0.988,184.42,735.36,97.31,0,无
EQ037,冷却塔,2026-02-23 08:26:42,49.31,2.66,0.407,193.24,773.28,98.36,0,无
EQ037,冷却塔,2026-02-23 09:26:42,49.07,3.08,1.008,206.64,806.57,96.68,0,无
EQ037,冷却塔,2026-02-23 10:26:42,41.14,2.57,0.569,205.39,760.61,99.14,0,无
EQ037,冷却塔,2026-02-23 11:26:42,58.25,2.62,1.096,203.95,805.8,96.69,0,无
EQ037,冷却塔,2026-02-23 12:26:42,33.52,2.94,,196.94,743.59,97.96,0,无
EQ037,冷却塔,2026-02-23 13:26:42,51.39,3.1,0.782,209.17,795.94,99.52,0,无
EQ037,冷却塔,2026-02-23 14:26:42,46.2,2.79,0.993,163.44,817.92,97.5,0,无
EQ037,冷却塔,2026-02-23 15:26:42,40.27,2.77,0.638,191.83,758.03,97.75,0,无
EQ037,冷却塔,2026-02-23 16:26:42,45.16,2.65,0.598,195.52,825.33,96.66,0,无
EQ037,冷却塔,2026-02-23 17:26:42,38.24,3.09,0.743,187.31,758.76,97.2,0,无
EQ037,冷却塔,2026-02-23 18:26:42,38.72,3.33,0.657,191.27,843.17,97.17,0,无
EQ037,冷却塔,2026-02-23 19:26:42,54.2,2.94,1.054,198.51,851.9,99.51,0,无
EQ037,冷却塔,2026-02-23 20:26:42,47.27,2.86,0.657,206.86,804.65,97.26,0,无
EQ037,冷却塔,2026-02-23 21:26:42,51.74,2.95,0.496,198.58,787.78,98.54,0,无
EQ037,冷却塔,2026-02-23 22:26:42,28.3,2.49,1.105,199.48,790.19,98.51,0,无
EQ037,冷却塔,2026-02-23 23:26:42,38.76,2.91,0.796,182.72,771.92,96.2,0,无
EQ037,冷却塔,2026-02-24 00:26:42,52.39,2.71,0.649,217.54,807.3,97.87,0,无
EQ037,冷却塔,2026-02-24 01:26:42,42.69,3.04,0.539,226.61,739.58,97.77,0,无
EQ037,冷却塔,2026-02-24 02:26:42,36.19,3.5,0.548,186.6,838.66,97.65,0,无
EQ037,冷却塔,2026-02-24 03:26:42,34.14,3.02,0.931,198.14,757.56,97.67,0,无
EQ037,冷却塔,2026-02-24 04:26:42,49.19,3.55,0.732,198.24,847.46,98.61,0,无
EQ037,冷却塔,2026-02-24 05:26:42,50.66,2.82,0.688,187.41,746.78,97.75,0,无
EQ037,冷却塔,2026-02-24 06:26:42,45.19,2.47,0.807,186.37,814.13,98.52,0,无
EQ037,冷却塔,2026-02-24 07:26:42,42.81,3.16,0.616,200.88,744.76,98.71,0,无
EQ037,冷却塔,2026-02-24 08:26:42,42.22,2.85,0.623,227.48,745.67,97.7,0,无
EQ037,冷却塔,2026-02-24 09:26:42,43.45,2.7,0.514,190.99,827.5,98.87,0,无
EQ037,冷却塔,2026-02-24 10:26:42,46.72,2.49,0.75,229.5,791.89,96.93,0,无
EQ037,冷却塔,2026-02-24 11:26:42,40.6,2.84,0.942,191.02,861.5,97.58,0,无
EQ037,冷却塔,2026-02-24 12:26:42,46.23,2.69,0.989,203.41,915.37,97.94,0,无
EQ037,冷却塔,2026-02-24 13:26:42,40.3,3.04,0.675,219.74,645.47,98.25,0,无
EQ037,冷却塔,2026-02-24 14:26:42,46.98,2.74,1.014,210.22,813.64,96.1,0,无
EQ037,冷却塔,2026-02-24 15:26:42,38.69,3.59,0.801,221.17,728.16,97.02,0,无
EQ037,冷却塔,2026-02-24 16:26:42,42.12,3.1,1.001,192.25,890.8,98.58,0,无
EQ037,冷却塔,2026-02-24 17:26:42,42.72,3.0,0.785,200.08,767.88,97.61,0,无
EQ037,冷却塔,2026-02-24 18:26:42,42.96,2.88,0.84,205.19,815.34,98.36,0,无
EQ037,冷却塔,2026-02-24 19:26:42,43.93,2.94,0.51,189.67,809.14,97.55,0,无
EQ037,冷却塔,2026-02-24 20:26:42,40.08,3.85,0.942,209.47,746.97,97.71,0,无
EQ037,冷却塔,2026-02-24 21:26:42,38.92,2.89,0.824,205.25,818.95,97.89,0,无
EQ037,冷却塔,2026-02-24 22:26:42,42.79,2.84,0.803,202.82,830.09,97.64,0,无
EQ037,冷却塔,2026-02-24 23:26:42,44.24,2.62,0.695,217.52,686.06,97.93,0,无
EQ037,冷却塔,2026-02-25 00:26:42,44.43,2.83,0.438,197.41,837.6,98.59,0,无
EQ037,冷却塔,2026-02-25 01:26:42,44.21,3.39,0.871,171.39,820.78,99.25,0,无
EQ037,冷却塔,2026-02-25 02:26:42,45.11,2.84,0.888,190.36,741.13,97.23,0,无
EQ037,冷却塔,2026-02-25 03:26:42,43.76,3.12,1.021,206.68,639.15,97.76,0,无
EQ037,冷却塔,2026-02-25 04:26:42,31.12,2.97,0.793,199.75,898.52,98.2,0,无
EQ037,冷却塔,2026-02-25 05:26:42,39.01,2.97,0.72,184.99,855.19,99.07,0,无
EQ037,冷却塔,2026-02-25 06:26:42,44.84,3.55,0.724,207.77,816.07,98.96,0,无
EQ037,冷却塔,2026-02-25 07:26:42,53.38,2.88,0.853,229.07,745.99,99.23,0,无
EQ037,冷却塔,2026-02-25 08:26:42,43.68,2.96,0.56,184.97,790.72,97.02,0,无
EQ037,冷却塔,2026-02-25 09:26:42,47.95,3.14,0.851,192.46,745.89,98.39,0,无
EQ037,冷却塔,2026-02-25 10:26:42,43.69,2.99,0.927,202.6,782.3,100.2,0,无
EQ037,冷却塔,2026-02-25 11:26:42,40.71,2.61,0.789,195.89,815.28,96.93,0,无
EQ037,冷却塔,2026-02-25 12:26:42,34.85,3.35,0.928,208.58,749.92,97.75,0,无
EQ037,冷却塔,2026-02-25 13:26:42,44.84,3.5,0.674,211.03,747.74,98.15,0,无
EQ037,冷却塔,2026-02-25 14:26:42,53.59,3.32,0.809,179.53,777.11,97.13,0,无
EQ037,冷却塔,2026-02-25 15:26:42,42.81,3.27,0.699,223.69,734.88,98.66,0,无
EQ037,冷却塔,2026-02-25 16:26:42,39.49,3.0,0.64,232.88,809.04,96.64,0,无
EQ037,冷却塔,2026-02-25 17:26:42,38.75,2.71,0.916,191.97,817.64,98.95,0,无
EQ037,冷却塔,2026-02-25 18:26:42,36.83,3.47,0.574,218.68,795.05,99.9,0,无
EQ037,冷却塔,2026-02-25 19:26:42,42.28,2.87,0.926,185.04,736.43,98.73,0,无
EQ037,冷却塔,2026-02-25 20:26:42,50.78,3.33,0.937,190.19,809.25,97.03,0,无
EQ037,冷却塔,2026-02-25 21:26:42,55.08,3.15,0.951,206.95,783.23,99.69,0,无
EQ037,冷却塔,2026-02-25 22:26:42,45.66,3.38,0.745,239.08,823.58,97.57,0,无
EQ037,冷却塔,2026-02-25 23:26:42,39.1,3.3,0.781,181.72,781.56,97.69,0,无
EQ037,冷却塔,2026-02-26 00:26:42,39.96,3.38,0.676,192.02,793.39,98.44,0,无
EQ037,冷却塔,2026-02-26 01:26:42,45.17,3.66,0.809,225.07,833.01,97.89,0,无
EQ037,冷却塔,2026-02-26 02:26:42,48.44,3.08,0.936,189.95,780.42,97.43,0,无
EQ037,冷却塔,2026-02-26 03:26:42,51.89,3.49,0.724,183.58,747.73,99.15,0,无
EQ037,冷却塔,2026-02-26 04:26:42,41.98,3.01,0.906,214.65,714.83,97.83,0,无
EQ037,冷却塔,2026-02-26 05:26:42,46.87,2.5,0.605,214.6,744.65,99.32,0,无
EQ037,冷却塔,2026-02-26 06:26:42,47.7,3.38,0.821,205.1,754.26,97.2,0,无
EQ037,冷却塔,2026-02-26 07:26:42,43.39,3.13,0.862,185.44,804.4,97.23,0,无
EQ037,冷却塔,2026-02-26 08:26:42,40.53,2.41,1.115,206.46,861.27,96.47,0,无
EQ037,冷却塔,2026-02-26 09:26:42,41.91,2.75,0.744,210.44,791.67,97.65,0,无
EQ037,冷却塔,2026-02-26 10:26:42,49.66,3.01,0.664,213.22,815.17,96.42,0,无
EQ037,冷却塔,2026-02-26 11:26:42,50.23,3.36,0.682,200.69,683.54,96.22,0,无
EQ037,冷却塔,2026-02-26 12:26:42,43.61,3.24,0.652,192.08,829.6,99.1,0,无
EQ037,冷却塔,2026-02-26 13:26:42,50.81,3.25,0.585,188.4,782.05,96.94,0,无
EQ037,冷却塔,2026-02-26 14:26:42,44.73,2.87,0.699,198.84,742.84,99.5,0,无
EQ037,冷却塔,2026-02-26 15:26:42,45.84,3.26,0.83,184.64,861.5,98.58,0,无
EQ037,冷却塔,2026-02-26 16:26:42,44.23,2.92,0.814,187.46,817.21,98.21,0,无
EQ037,冷却塔,2026-02-26 17:26:42,37.22,2.95,0.659,193.85,795.85,98.21,0,无
EQ037,冷却塔,2026-02-26 18:26:42,39.88,2.8,1.066,180.9,749.53,97.48,0,无
EQ037,冷却塔,2026-02-26 19:26:42,37.24,2.88,0.797,193.07,696.55,98.84,0,无
EQ037,冷却塔,2026-02-26 20:26:42,41.83,2.82,0.414,206.86,824.59,98.01,0,无
EQ037,冷却塔,2026-02-26 21:26:42,47.69,2.88,1.079,214.57,781.59,97.79,0,无
EQ037,冷却塔,2026-02-26 22:26:42,33.15,2.82,0.809,198.78,711.69,98.74,0,无
EQ037,冷却塔,2026-02-26 23:26:42,68.86,2.33,1.033,219.97,807.36,98.31,0,无
EQ037,冷却塔,2026-02-27 00:26:42,48.49,3.37,1.003,196.07,758.24,98.76,0,无
EQ037,冷却塔,2026-02-27 01:26:42,53.26,3.36,0.467,217.91,815.33,98.57,0,无
EQ037,冷却塔,2026-02-27 02:26:42,36.08,3.04,0.833,197.99,824.44,97.83,0,无
EQ037,冷却塔,2026-02-27 03:26:42,33.3,2.8,0.905,184.02,776.44,99.17,0,无
EQ037,冷却塔,2026-02-27 04:26:42,44.85,3.18,1.046,183.45,757.53,97.34,0,无
EQ037,冷却塔,2026-02-27 05:26:42,45.36,2.7,1.1,178.53,841.98,99.33,0,无
EQ037,冷却塔,2026-02-27 06:26:42,32.37,2.58,0.731,205.54,769.89,97.29,0,无
EQ037,冷却塔,2026-02-27 07:26:42,44.52,2.77,0.36,190.89,737.98,98.14,0,无
EQ037,冷却塔,2026-02-27 08:26:42,40.58,2.68,0.765,185.26,707.53,97.98,0,无
EQ037,冷却塔,2026-02-27 09:26:42,38.0,3.16,0.889,188.04,862.5,98.64,0,无
EQ037,冷却塔,2026-02-27 10:26:42,39.47,3.43,0.141,217.43,829.05,97.34,0,无
EQ037,冷却塔,2026-02-27 11:26:42,40.73,2.9,0.751,175.64,814.41,99.13,0,无
EQ037,冷却塔,2026-02-27 12:26:42,52.47,2.85,0.838,217.98,796.97,99.53,0,无
EQ037,冷却塔,2026-02-27 13:26:42,39.11,2.88,0.501,209.33,753.08,98.86,0,无
EQ037,冷却塔,2026-02-27 14:26:42,49.26,3.52,0.885,201.57,727.98,98.45,0,无
EQ037,冷却塔,2026-02-27 15:26:42,53.35,3.46,0.74,201.22,853.6,98.16,0,无
EQ037,冷却塔,2026-02-27 16:26:42,49.75,3.47,0.902,173.61,861.36,97.34,0,无
EQ037,冷却塔,2026-02-27 17:26:42,38.94,2.76,0.794,195.01,756.93,96.94,0,无
EQ037,冷却塔,2026-02-27 18:26:42,41.9,3.0,1.194,221.19,775.48,99.66,0,无
EQ037,冷却塔,2026-02-27 19:26:42,44.66,3.68,0.85,205.59,815.47,97.35,0,无
EQ037,冷却塔,2026-02-27 20:26:42,55.32,2.88,0.723,211.89,726.88,98.01,0,无
EQ037,冷却塔,2026-02-27 21:26:42,42.54,2.55,0.741,202.01,822.16,96.65,0,无
EQ037,冷却塔,2026-02-27 22:26:42,36.24,3.3,1.173,184.18,752.82,97.33,0,无
EQ037,冷却塔,2026-02-27 23:26:42,38.88,2.88,0.637,205.72,790.12,98.24,0,无
EQ037,冷却塔,2026-02-28 00:26:42,54.2,3.32,0.737,209.07,913.76,96.25,0,无
EQ037,冷却塔,2026-02-28 01:26:42,43.6,2.9,0.855,190.41,834.95,99.92,0,无
EQ037,冷却塔,2026-02-28 02:26:42,35.46,2.97,0.722,200.17,741.44,97.72,0,无
EQ037,冷却塔,2026-02-28 03:26:42,49.37,3.02,1.038,215.02,780.47,98.22,0,无
EQ037,冷却塔,2026-02-28 04:26:42,36.86,2.91,1.11,191.69,804.03,96.99,0,无
EQ037,冷却塔,2026-02-28 05:26:42,38.13,3.35,0.777,200.39,758.43,97.79,0,无
EQ037,冷却塔,2026-02-28 06:26:42,44.47,2.67,0.992,196.18,771.51,97.06,0,无
EQ037,冷却塔,2026-02-28 07:26:42,43.79,2.85,0.835,221.2,828.5,98.08,0,无
EQ037,冷却塔,2026-02-28 08:26:42,42.82,3.22,0.598,192.66,792.05,97.27,0,无
EQ037,冷却塔,2026-02-28 09:26:42,44.06,2.48,,248.52,817.63,98.16,0,无
EQ037,冷却塔,2026-02-28 10:26:42,38.08,2.73,0.639,183.95,826.82,97.45,0,无
EQ037,冷却塔,2026-02-28 11:26:42,42.28,3.7,0.687,211.2,825.8,99.12,0,无
EQ037,冷却塔,2026-02-28 12:26:42,45.64,3.18,0.578,195.9,812.77,100.23,0,无
EQ037,冷却塔,2026-02-28 13:26:42,43.72,3.04,0.778,230.51,837.83,98.25,0,无
EQ037,冷却塔,2026-02-28 14:26:42,41.04,3.12,0.913,195.48,746.4,96.9,0,无
EQ037,冷却塔,2026-02-28 15:26:42,39.23,3.15,1.127,219.87,845.56,98.83,0,无
EQ037,冷却塔,2026-02-28 16:26:42,46.97,3.07,0.708,201.49,826.99,97.96,0,无
EQ037,冷却塔,2026-02-28 17:26:42,31.33,2.76,0.85,197.41,841.43,97.18,0,无
EQ037,冷却塔,2026-02-28 18:26:42,46.93,3.37,0.794,197.17,851.01,96.74,0,无
EQ037,冷却塔,2026-02-28 19:26:42,42.85,2.54,0.784,215.59,796.39,96.85,0,无
EQ037,冷却塔,2026-02-28 20:26:42,51.35,3.1,0.654,213.19,819.64,99.62,0,无
EQ037,冷却塔,2026-02-28 21:26:42,44.35,3.24,0.418,182.62,782.93,98.32,0,无
EQ037,冷却塔,2026-02-28 22:26:42,43.86,2.87,0.787,210.1,784.45,97.87,0,无
EQ037,冷却塔,2026-02-28 23:26:42,47.57,3.62,0.714,219.97,762.6,98.57,0,无
EQ037,冷却塔,2026-03-01 00:26:42,38.93,3.26,0.897,216.75,746.67,97.85,0,无
EQ037,冷却塔,2026-03-01 01:26:42,41.08,2.85,0.537,190.93,830.39,97.86,0,无
